month,lat,lon,observed,predicted,squared_error
2015-12-01,-2.0,-79.0,92.28897,37.679436,2982.2013366479077
2015-04-01,-2.0,-79.0,81.193924,49.45217,1007.5388596756966
2015-10-01,-2.0,-79.0,63.886642,35.721264,793.2885500227712
2015-07-01,4.0,-90.0,37.0121,11.224417,665.0046196225194
2016-03-01,3.0,-27.0,33.93364,9.063198,618.5388572596858
2015-07-01,4.0,-89.0,36.04889,11.355829,609.7472082751665
2015-06-01,-2.0,-79.0,81.352234,59.362347,483.55514072011283
2015-12-01,2.0,-90.0,25.470734,3.7745264,470.7254105505354
2015-05-01,5.0,-35.0,31.303406,9.770088,463.68376539467135
2015-01-01,-12.0,-74.0,29.960632,8.826782,446.6396199502051
2015-07-01,-2.0,-79.0,78.39775,57.78857,424.73831883877574
2016-05-01,6.0,-84.0,32.9113,12.336044,423.3411737717688
2015-05-01,-2.0,-79.0,82.523346,62.154156,414.90391005821584
2015-12-01,3.0,-90.0,26.124954,7.4927893,347.15757091551586
2015-12-01,3.0,-88.0,27.044296,8.651822,338.2831062596315
2015-06-01,3.0,-77.0,30.218124,48.547688,335.9728849351086
2016-05-01,5.0,-83.0,32.424927,14.885217,307.64142845779224
2016-04-01,-3.0,-38.0,24.94049,7.610367,300.33319443673827
2015-02-01,-27.0,-45.0,21.237373,4.069728,294.72805044821234
2015-07-01,3.0,-77.0,30.132294,47.254704,293.1769180630945
2015-05-01,7.0,-72.0,7.089615,24.00044,285.97602684912636
2015-05-01,5.0,-37.0,25.564194,8.830829,280.00550619437945
2016-03-01,2.0,-28.0,26.018143,9.508168,272.57925731952946
2016-01-01,-12.0,-44.0,20.175934,3.7281115,270.5308594776107
2016-04-01,-4.0,-34.0,23.5672,8.143673,237.88517783723364
2015-11-01,5.0,-78.0,8.901596,24.207542,234.27199367206777
2015-11-01,-2.0,-79.0,42.785645,27.5,233.65092873573303
2015-07-01,9.0,-37.0,24.267197,9.141255,228.7940995016479
2015-08-01,6.0,-82.0,30.406952,15.441623,223.96107717324867
2015-03-01,-2.0,-79.0,33.28514,48.24217,223.7126697003987
