target_month,rmse,sse
2022-01-01,1.7641310627279227,15610.586566911456
2022-02-01,1.834262644927712,16876.429564095262
2022-03-01,2.7233361106793352,37201.46281179792
2022-04-01,1.8703141786345974,17546.344836036867
2022-05-01,1.7694733897508466,15705.276962414337
2022-06-01,1.7229908219349988,14890.986020320768
2022-07-01,1.4530008375550514,10589.836552621375
2022-08-01,1.1789728496511074,6972.124532755695
2022-09-01,1.4493679793312109,10536.948378185356
2022-10-01,1.546894425280552,12002.697932627674
2022-11-01,2.5512240275506928,32647.860098379922
2022-12-01,1.6526258849883972,13699.560335720154
