lon,rmse
-90.0,2.3512859035790807
-88.0,2.2389367588092437
-86.0,2.147244603990139
-84.0,2.2078065068517363
-82.0,2.019962476119737
-80.0,3.677029723284432
-78.0,2.2902075188586632
-76.0,1.5224618855253291
-74.0,2.1714194422008797
-72.0,1.7985091547050178
-70.0,1.5219440338285084
-68.0,1.429350494335635
-66.0,1.4084270733349928
-64.0,1.4657799548804398
-62.0,1.5351668143362527
-60.0,1.678096671882425
-58.0,2.033153306160474
-56.0,2.3250090771677487
-54.0,2.262933671674981
-52.0,1.9926105462179342
-50.0,2.0621790136414693
-48.0,1.912055180884784
-46.0,1.9335303703132793
-44.0,1.7944135492904716
-42.0,1.7800323251460628
-40.0,1.7608781841547037
-38.0,1.8415395837918767
-36.0,1.8477163451602077
-34.0,1.8531091182951651
-32.0,1.7392293782106751
-30.0,1.6922558830138792
-28.0,1.5838193470903508
-26.0,1.571588142802339
