month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,11.5191145,649.8923211955926
2015-12-01,2.0,-90.0,25.470734,3.7027507,473.84508213584945
2016-05-01,6.0,-84.0,32.9113,12.684604,409.11927023848057
2015-01-01,-12.0,-74.0,29.960632,9.848887,404.48228214540813
2016-01-01,-12.0,-44.0,20.175934,3.4414804,280.04193192590634
2016-03-01,2.0,-28.0,26.018143,10.027518,255.7000695908073
2016-04-01,-4.0,-34.0,23.5672,8.033028,241.3105015308247
2015-12-01,2.0,-84.0,20.044327,5.3727517,215.25511501784626
2015-05-01,6.0,-32.0,18.188477,3.6134615,212.43106423400695
2015-08-01,6.0,-82.0,30.406952,16.191713,202.0730076351938
2016-03-01,8.0,-72.0,23.675919,10.012195,186.69735206204587
2016-01-01,-12.0,-40.0,15.4953,1.9305509,184.00242520191375
2016-05-01,-50.0,-74.0,1.1425018,14.606668,181.28378334295485
2015-12-01,2.0,-86.0,17.902374,4.637685,175.9519860854425
2015-06-01,4.0,-90.0,23.176193,10.0625,171.9689503221307
2016-03-01,-6.0,-90.0,19.407272,6.304897,171.67224393572928
2016-04-01,-34.0,-70.0,14.976501,2.180405,163.74008725830214
2016-03-01,-2.0,-50.0,23.633957,10.87786,162.71800658902885
2015-01-01,2.0,-32.0,24.360657,11.747774,159.08480783796767
2015-10-01,8.0,-88.0,24.61052,12.056502,157.60334451741164
2015-01-01,2.0,-36.0,23.68164,11.241411,154.7593079200633
2015-06-01,4.0,-32.0,20.76912,8.39412,153.14060139656158
2016-04-01,-32.0,-58.0,15.384674,3.7630663,135.06176740276806
2016-05-01,4.0,-32.0,23.788452,12.281546,132.4088974160586
2015-09-01,6.0,-84.0,26.145935,14.700554,130.9967500018538
2015-03-01,4.0,-90.0,19.292831,7.8518553,130.89593510202485
2016-03-01,2.0,-42.0,20.72525,9.307869,130.35659544408554
2015-07-01,-26.0,-54.0,16.126633,4.710397,130.33044266711022
2015-01-01,2.0,-34.0,23.55194,12.202516,128.80945500021426
2015-04-01,-2.0,-80.0,20.841599,9.502657,128.5715960207781
