lon,rmse
-90.0,2.29426558427484
-88.0,1.7791835090381207
-86.0,1.4430425878388076
-84.0,1.6730318565724784
-82.0,1.3628787874739245
-80.0,1.523278333730642
-78.0,1.73678845049214
-76.0,1.4574109646733377
-74.0,2.304628132789725
-72.0,1.9498130695177889
-70.0,1.5417078548759156
-68.0,1.4956608209217737
-66.0,1.3755916975472178
-64.0,1.3927084013268731
-62.0,1.444573781896084
-60.0,1.744222875051308
-58.0,1.9156634565325275
-56.0,2.1751117593989457
-54.0,2.1108724410586435
-52.0,2.001260519551498
-50.0,2.1893552129340477
-48.0,2.0475085267191897
-46.0,2.1152978627363397
-44.0,2.165211955031702
-42.0,2.1324251452163265
-40.0,2.0502009768197924
-38.0,2.019181695982218
-36.0,1.8828699384526717
-34.0,1.9391605429217347
-32.0,1.936548017769046
-30.0,1.7295106784289487
-28.0,1.849931293829173
-26.0,1.561233242796162
