month,lat,lon,observed,predicted,squared_error
2015-07-01,4.0,-90.0,37.0121,11.80296,635.5007306616253
2015-12-01,2.0,-90.0,25.470734,4.8989773,423.1971598551354
2016-05-01,6.0,-84.0,32.9113,13.113805,391.9408416132146
2015-01-01,-12.0,-74.0,29.960632,11.03846,358.04861387523124
2016-01-01,-12.0,-44.0,20.175934,3.6954985,271.60475003085685
2016-03-01,2.0,-28.0,26.018143,10.092123,253.6381024839684
2016-04-01,-4.0,-34.0,23.5672,8.335494,232.00485748311712
2015-05-01,6.0,-32.0,18.188477,3.7724783,207.82100469183666
2016-03-01,-2.0,-50.0,23.633957,9.559933,198.0781571945554
2015-12-01,2.0,-84.0,20.044327,6.2897587,189.188143616866
2016-05-01,-50.0,-74.0,1.1425018,14.847322,187.82210858090912
2016-03-01,8.0,-72.0,23.675919,9.971155,187.82054019192947
2015-08-01,6.0,-82.0,30.406952,16.765863,186.07929507518202
2016-01-01,-12.0,-40.0,15.4953,2.0074558,181.92194837038187
2015-10-01,8.0,-88.0,24.61052,11.504492,171.76795953451438
2015-06-01,4.0,-32.0,20.76912,7.89425,165.7622606925006
2015-01-01,2.0,-32.0,24.360657,11.527545,164.6887575216615
2016-04-01,-34.0,-70.0,14.976501,2.2137544,162.88771224522412
2016-03-01,-6.0,-90.0,19.407272,6.67543,162.0998138994039
2015-12-01,2.0,-86.0,17.902374,5.446516,155.14840426057708
2016-01-01,-50.0,-74.0,9.4947815,21.710653,149.22752410066096
2015-01-01,2.0,-36.0,23.68164,11.768569,141.92127571834226
2015-06-01,4.0,-90.0,23.176193,11.355813,139.72138832967994
2016-04-01,-32.0,-58.0,15.384674,3.5671377,139.6541654796465
2016-05-01,4.0,-88.0,4.1122437,15.876675,138.40183674801665
2015-07-01,-26.0,-54.0,16.126633,4.4267817,136.88651426626984
2015-04-01,-2.0,-80.0,20.841599,9.220454,135.05099471913945
2015-01-01,2.0,-34.0,23.55194,12.088999,131.3990421247181
2015-12-01,4.0,-90.0,20.774841,9.352609,130.46739820514722
2015-09-01,6.0,-84.0,26.145935,14.881641,126.88431189874245
