target_month,rmse,sse
2015-01-01,2.132833348293325,5704.4185268565125
2015-02-01,1.531148655106821,2939.897919860425
2015-03-01,1.6936979765529827,3597.2404960677036
2015-04-01,1.5890694191901684,3166.5275902327458
2015-05-01,1.8767327713867115,4416.745872576846
2015-06-01,1.7283587924085788,3745.979040581235
2015-07-01,1.862590482848741,4350.431106725577
2015-08-01,1.6602693312667978,3456.6437924407555
2015-09-01,1.5118577336761052,2866.285113822816
2015-10-01,1.6105877564290967,3252.8671231337767
2015-11-01,1.5078297000480192,2851.0322070510115
2015-12-01,1.9345804765180894,4693.222431636697
2016-01-01,2.5694780190158175,8279.180481917634
2016-02-01,1.7335807185110712,3768.6488429220753
2016-03-01,2.4263250320258325,7382.364663938086
2016-04-01,1.955290014104179,4794.241435226422
2016-05-01,2.001011708159095,5021.076011661983
