target_month,rmse,sse
2015-01-01,2.1390899648200534,5737.9351705026975
2015-02-01,1.51855194155867,2891.723999011354
2015-03-01,1.6321156884094044,3340.407231921539
2015-04-01,1.5484545548839497,3006.7302317102267
2015-05-01,1.9381470494688016,4710.543137647234
2015-06-01,1.819749845266308,4152.607832180826
2015-07-01,1.9680789742944518,4857.161900721117
2015-08-01,1.6584610907399864,3449.118459631076
2015-09-01,1.6641765577098568,3472.9324534997095
2015-10-01,1.6838001917828427,3555.3195896533134
2015-11-01,1.6514714668717012,3420.106939387776
2015-12-01,2.273071052692581,6479.232421278552
2016-01-01,2.655507819990285,8842.859114665065
2016-02-01,1.7645173458450336,3904.355915590155
2016-03-01,2.0500188103906,5270.031712185936
2016-04-01,2.1037320750899813,5549.813559278047
2016-05-01,2.2116409779926696,6133.76019268261
