target_month,rmse,sse
2015-01-01,2.1016099103562054,5538.6223259955
2015-02-01,1.4812548391356912,2751.4213366724803
2015-03-01,1.6632923673647777,3469.2430401647434
2015-04-01,1.5493770684963315,3010.313902679387
2015-05-01,1.9237044336591056,4640.600990091944
2015-06-01,1.6704433781149077,3499.137873677882
2015-07-01,1.8513732255737294,4298.188856745579
2015-08-01,1.6509178269253149,3417.814207759794
2015-09-01,1.660002025087129,3455.5308310098853
2015-10-01,1.5497447694528186,3011.7428984597473
2015-11-01,1.5923410034781353,3179.579538682625
2015-12-01,2.128692491037329,5682.289978633981
2016-01-01,2.529354637259401,8022.634140806147
2016-02-01,1.7410370391915564,3801.137304683474
2016-03-01,2.0636029000368494,5340.104989016781
2016-04-01,2.169931609900025,5904.588402320718
2016-05-01,1.9811483464510196,4921.885758389593
