lon,rmse
-90.0,1.5289949330300436
-89.0,1.405585565061945
-88.0,1.4779202031515015
-87.0,1.3658319895804076
-86.0,1.4752032873589012
-85.0,1.5052097800723505
-84.0,1.7001854209470932
-83.0,1.4478258478972004
-82.0,1.597393882309873
-81.0,1.4081923485856696
-80.0,1.5227183934023802
-79.0,2.092077045292713
-78.0,2.257422399505342
-77.0,2.250226197512066
-76.0,1.287662799403607
-75.0,1.5166526039255672
-74.0,1.7112714056073413
-73.0,1.741648386824911
-72.0,1.7674166319100661
-71.0,1.6497981028420956
-70.0,1.2823817380464801
-69.0,1.3348149527443707
-68.0,1.4489524821776427
-67.0,1.4828791350599742
-66.0,1.621170565932749
-65.0,1.6296401800995135
-64.0,1.5908263503863358
-63.0,1.5941289479582277
-62.0,1.7325413738425064
-61.0,1.820899314210695
-60.0,1.7362249326287664
-59.0,1.7407394430754346
-58.0,1.8254972398842617
-57.0,1.892108690919582
-56.0,1.950744623483798
-55.0,1.9458283688208045
-54.0,1.9800059869479374
-53.0,1.984425983195151
-52.0,1.9689407383135584
-51.0,2.0048200358172275
-50.0,2.1110728173122455
-49.0,2.3083996067830883
-48.0,2.2769024360573322
-47.0,2.070645370830525
-46.0,2.0466222732588
-45.0,2.057223809172355
-44.0,1.9955853469064526
-43.0,2.0766351902645175
-42.0,2.1721718822398137
-41.0,2.129123637888468
-40.0,2.1442459601614194
-39.0,2.1176806331262705
-38.0,2.0274160592992128
-37.0,2.138740325765797
-36.0,2.065418479226494
-35.0,1.9356615350917308
-34.0,1.8766338496639332
-33.0,1.8273924810835995
-32.0,1.920205434356022
-31.0,1.8237692543804893
-30.0,1.6731176876975138
-29.0,1.7411526306054312
-28.0,1.7782306759073754
-27.0,1.6839376260630459
-26.0,1.696601504532063
-25.0,1.5724505367457686
