target_month,rmse,sse
2015-01-01,2.016949086745304,20405.507430509948
2015-02-01,1.5197879033921604,11585.732440826447
2015-03-01,1.6719027918130756,14021.018869486137
2015-04-01,1.606187770395791,12940.473195305316
2015-05-01,2.0605920165337728,21298.13392435125
2015-06-01,1.7673044058382865,15666.798152283422
2015-07-01,1.8966588416973569,18044.130845132415
2015-08-01,1.6182819250016731,13136.0833261562
2015-09-01,1.671347425224013,14011.705514467536
2015-10-01,1.5752790317186667,12447.22420330686
2015-11-01,1.6172522179757873,13119.371758522779
2015-12-01,2.2289261116805665,24920.04784243855
2016-01-01,2.5846578976530146,33509.16954266691
2016-02-01,1.7780524590251836,15857.93626398024
2016-03-01,2.0383429568706557,20840.687521278225
2016-04-01,2.122554186389445,22598.265151183343
2016-05-01,1.907857736876019,18257.844459094948
